,Name,Title (from Variables (Import)),Model Count,Rank,Download Volume,Rank 2,Download Count,Rank 3,Min Rank,Field 10,Field 11,Field 12,Field 13,CMOR Variables (Import),Variables,Review Comment,In C3S
recWCV58kRwCYXmHB,CFsubhr.tnhusscpbl,Tendency of Specific Humidity Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,9.0,1069.0,2787.64,410.0,863,1262.0,410,tendency_of_specific_humidity_due_to_stratiform_cloud_and_precipitation_and_boundary_layer_mixing,Tendency of Specific Humidity Due to Stratiform Cloud and Precipitation and Boundary Layer Mixing,"To be specified only in  models which do not separate budget terms for stratiform cloud, precipitation and boundary layer schemes.  Includes all bounday layer terms including and diffusive terms.","Instantaneous value (i.e. synoptic or time-step value), Atmospheric profiles at specified sites [S-A] [tpt]",CFsubhr.tnhusscpbl,CFsubhr.tnhusscpbl,,
recWCnhdlQl581XHS,CF3hr.reffclws,Stratiform Cloud Liquid Droplet Effective Radius,4.0,1463.0,6.93,1627.0,3,1834.0,1463,effective_radius_of_stratiform_cloud_liquid_water_particles,Stratiform Cloud Liquid Droplet Effective Radius,This is defined as the in-cloud ratio of the third moment over the second moment of the particle size distribution (obtained by considering only the cloudy portion of the grid cell).,"Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere levels [XY-A] [amn-tpt]",CF3hr.reffclws,CF3hr.reffclws,,
recWD2i8jaRCo5rTJ,Emon.fNProduct,Deforested or Harvested Biomass as a Result of Anthropogenic Land-Use or Change,13.0,788.0,32.93,1388.0,10529,445.0,445,nitrogen_mass_flux_into_forestry_and_agricultural_products_due_to_anthropogenic_land_use_or_land_cover_change,Deforested or Harvested Biomass as a Result of Anthropogenic Land-Use or Change,"When land use change results in deforestation of natural vegetation (trees or grasslands) then natural biomass is removed. The treatment of deforested biomass differs significantly across models, but it should be straight-forward to compare deforested biomass across models.","Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.fNProduct,Emon.fNProduct,,
recWDqqFYqTVei6fq,IyrGre.orog,Surface Altitude,1.0,1765.0,0.13,1809.0,7,1806.0,1765,surface_altitude,Surface Altitude,This is needed in case the ice sheet elevation changes in time,"Temporal mean, Greenland Polar Stereographic Grid [XYG-na] [amni-twmn]",IyrGre.orog,IyrGre.orog,,
recWFPBoisQNLoYNJ,Emon.clcalipsoice,CALIPSO Ice Cloud Percentage,10.0,956.0,99.4,1145.0,119,1616.0,956,ice_cloud_area_fraction_in_atmosphere_layer,CALIPSO Ice Cloud Percentage,CALIPSO Ice Cloud Fraction,"Temporal mean, Global field on 40 altitude levels [XY-H40] [tmean]",Emon.clcalipsoice,Emon.clcalipsoice,,
recWGRt1MUkwZy1NH,CFsubhr.evspsbl,Evaporation Including Sublimation and Transpiration,9.0,1069.0,153.77,1040.0,358,1457.0,1040,water_evapotranspiration_flux,Evaporation Including Sublimation and Transpiration,"at surface; flux of water into the atmosphere due to conversion of both liquid and solid phases to vapor (from underlying surface and vegetation) [This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.]","Instantaneous value (i.e. synoptic or time-step value), Site (121 specified sites) [S-na] [apt-tpt]",CFsubhr.evspsbl,CFsubhr.evspsbl,,
recWJsGLeCuV7qXdp,SImon.siflswutop,Upwelling Shortwave Flux over Sea Ice,35.0,273.0,138.84,1063.0,5290,661.0,273,surface_upwelling_shortwave_flux_in_air,Upwelling Shortwave Flux over Sea Ice,The upwelling shortwave flux over sea ice (always negative),"Temporal mean, Global field (single level) [XY-na] [amnsia-twm]",SImon.siflswutop,SImon.siflswutop,,
recWMJ5OD9LgHxH47,CFsubhr.fco2fos,Carbon Mass Flux into Atmosphere Due to Fossil Fuel Emissions of CO2 [kgC m-2 s-1],1.0,1765.0,None,1848.0,None,1848.0,1765,tendency_of_atmosphere_mass_content_of_carbon_dioxide_expressed_as_carbon_due_to_emission_from_fossil_fuel_combustion,Carbon Mass Flux into Atmosphere Due to Fossil Fuel Emissions of CO2 [kgC m-2 s-1],"This is the prescribed anthropogenic CO2 flux from fossil fuel use, including cement production, and flaring (but not from land-use changes, agricultural burning, forest regrowth, etc.) [This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.]","Instantaneous value (i.e. synoptic or time-step value), Site (121 specified sites) [S-na] [apt-tpt]",CFsubhr.fco2fos,CFsubhr.fco2fos,,
recWMyMrKNeK2mTSy,Amon.clt,Total Cloud Cover Percentage,99.0,9.0,7085.15,249.0,976265,18.0,9,cloud_area_fraction,Total Cloud Cover Percentage,"for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Include both large-scale and convective cloud.","Temporal mean, Global field (single level) [XY-na] [am-tm]",Amon.clt,Amon.clt,,True
recWNpCmVgDgcvo7A,Eday.snwc,Snow Water Equivalent Intercepted by the Vegetation,3.0,1599.0,22.75,1458.0,385,1440.0,1440,canopy_snow_amount,Snow Water Equivalent Intercepted by the Vegetation,canopy_snow_amount,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Eday.snwc,Eday.snwc,,
recWSUbScus3FlOYS,6hrPlev.wap,,34.0,278.0,13670.31,174.0,3962,782.0,174,na,na,na,,,,"In ESGF, not requested",
recWTesl7osXis6XK,Emon.pr2h,,,,,,,,9999,,,,,,Emon.pr2h,"Requested, not published",
recWVQOqjkWmOC8qX,SImon.sishevel,Maximum Shear of Sea-Ice Velocity Field,16.0,653.0,20.59,1470.0,473,1405.0,653,maximum_over_coordinate_rotation_of_sea_ice_horizontal_shear_strain_rate,Maximum Shear of Sea-Ice Velocity Field,Maximum shear of sea-ice velocity field (second shear strain invariant),"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amnsi-tpt]",SImon.sishevel,SImon.sishevel,,
recWXzCNq5SIHqVNC,Omon.dissicabioos,Surface Abiotic Dissolved Inorganic Carbon Concentration,5.0,1401.0,151.79,1045.0,774,1292.0,1045,mole_concentration_of_dissolved_inorganic_carbon_abiotic_analogue_in_sea_water,Surface Abiotic Dissolved Inorganic Carbon Concentration,Abiotic Dissolved inorganic carbon (CO3+HCO3+H2CO3) concentration,"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.dissicabioos,Omon.dissicabioos,,
recWY60HUw02D0YoG,E3hrPt.rsuscsafbnd,,,,,,,,9999,,,,,,E3hrPt.rsuscsafbnd,"Requested, not published",
recWYW6sXrZTnRCnJ,Emon.pr17O,,,,,,,,9999,,,,,,Emon.pr17O,"Requested, not published",
recWa7Kw6K6LMElli,E3hrPt.co2,,,,,,,,9999,,,,,,E3hrPt.co2,"Requested, not published",
recWaQyTboskqTh3H,Emon.mrroLut,Total Runoff from Land-Use Tile,12.0,839.0,84.59,1180.0,3361,832.0,832,runoff_flux,Total Runoff from Land-Use Tile,the total runoff (including 'drainage' through the base of the soil model) leaving the land use tile portion of the grid cell,"Temporal mean, Global field (single level) [XY-na] {landUse:} [amlu-twm]",Emon.mrroLut,Emon.mrroLut,,
recWaw6Mwl3lMx2fC,Oyr.parag,,,,,,,,9999,,,,,,Oyr.parag,"Requested, not published",
recWb751P9b8aAGpN,Emon.fNnetmin,Net Nitrogen Release from Soil and Litter as the Outcome of Nitrogen Immobilisation and Gross Mineralisation,19.0,564.0,79.64,1192.0,15925,364.0,364,mass_flux_of_nitrogen_compounds_expressed_as_nitrogen_out_of_litter_and_soil_due_to_immobilisation_and_remineralization,Net Nitrogen Release from Soil and Litter as the Outcome of Nitrogen Immobilisation and Gross Mineralisation,"Loss of soil nitrogen through remineralization and immobilisation. Remineralization is the degradation of organic matter into inorganic forms of carbon, nitrogen, phosphorus and other micronutrients, which consumes oxygen and releases energy. Immobilisation of nitrogen refers to retention of nitrogen by micro-organisms under certain conditions, making it unavailable for plants.","Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.fNnetmin,Emon.fNnetmin,,
recWeBXm6W1ZYh4ow,AERmonZ.oh,OH Volume Mixing Ratio,10.0,956.0,21.95,1466.0,5677,635.0,635,mole_fraction_of_hydroxyl_radical_in_air,OH Volume Mixing Ratio,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.","Temporal mean, Atmospheric Zonal Mean (on 39 pressure levels) [Y-P39] [tmean]",AERmonZ.oh,AERmonZ.oh,,
recWeIM9Yx3pATsFq,6hrPlevPt.ta7h,,,,,,,,9999,,,,,,6hrPlevPt.ta7h,"Requested, not published",
recWgRH6bfLmMEIak,ImonAnt.rsds,Surface Downwelling Shortwave Radiation,4.0,1463.0,133.98,1075.0,3011,864.0,864,surface_downwelling_shortwave_flux_in_air,Surface Downwelling Shortwave Radiation,Surface solar irradiance for UV calculations.,"Temporal mean, Antarctic Polar Stereographic Grid [XYA-na] [amni-twmn]",ImonAnt.rsds,ImonAnt.rsds,,
recWhrFxhtcpnee7E,Omon.co3abioos,Surface Abiotic Carbonate Ion Concentration,1.0,1765.0,3.12,1702.0,8,1796.0,1702,mole_concentration_of_carbonate_abiotic_analogue_expressed_as_carbon_in_sea_water,Surface Abiotic Carbonate Ion Concentration,Near surface mole concentration (number of moles per unit volume: molarity) of the abiotic-analogue carbonate anion (CO3). An abiotic analogue is used to simulate the effect on a modelled variable when biological effects on ocean carbon concentration and alkalinity are ignored. ,"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.co3abioos,Omon.co3abioos,,
recWjZh524VQNRLOa,E3hr.psl,Sea Level Pressure,13.0,788.0,8809.34,223.0,6396,583.0,223,air_pressure_at_mean_sea_level,Sea Level Pressure,Sea level pressure,"Temporal mean, Global field (single level) [XY-na] [am-tm]",E3hr.psl,E3hr.psl,,
recWjgug5jLRVDQf3,CF3hr.prcprof,Convective Rainfall Flux,6.0,1295.0,1820.82,487.0,364,1451.0,487,convective_rainfall_flux,Convective Rainfall Flux,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics. [report on model half-levels]","Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere half-levels [XY-AH] [amn-tpt]",CF3hr.prcprof,CF3hr.prcprof,,
recWjrRlX6KqJUu7v,Oyr.expsi,Sinking Particulate Silicon Flux,12.0,839.0,1248.91,550.0,3209,844.0,550,sinking_mole_flux_of_particulate_silicon_in_sea_water,Sinking Particulate Silicon Flux,"In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.   'Sinking' is the gravitational settling of particulate matter suspended in a liquid. A sinking flux is positive downwards and is calculated relative to the movement of the surrounding fluid. [Those who wish to record vertical velocities and vertical fluxes on ocean half-levels may do so. If using CMOR3 you will be required to specify artificial bounds (e.g. located at full model levels) to avoid an error exit.]","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.expsi,Oyr.expsi,,
recWl3rcetjJvIbRi,E1hr.va27,,,,,,,,9999,,,,,,E1hr.va27,"Requested, not published",
recWlr6MgkFc09tXh,Oyr.talknat,Natural Total Alkalinity,7.0,1230.0,659.94,660.0,2996,866.0,660,sea_water_alkalinity_natural_analogue_expressed_as_mole_equivalent,Natural Total Alkalinity,"total alkalinity equivalent concentration (including carbonate, borate, phosphorus, silicon, and nitrogen components) at preindustrial atmospheric xCO2","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.talknat,Oyr.talknat,,
recWnhd35iy05UEZn,E3hrPt.clmisr,Percentage Cloud Cover as Calculated by the MISR Simulator (Including Error Flag),7.0,1230.0,24.44,1441.0,18,1757.0,1230,cloud_area_fraction_in_atmosphere_layer,Percentage Cloud Cover as Calculated by the MISR Simulator (Including Error Flag),MISR optical thickness - height histogram,"Instantaneous value (i.e. synoptic or time-step value), Global field (16 altitudes) [XY-H16] {tau:} [amn-tpt]",E3hrPt.clmisr,E3hrPt.clmisr,,
recWo3K0EjD0tHVbr,AERmon.c3h8,C3H8 Volume Mixing Ratio,8.0,1159.0,1984.46,465.0,3957,783.0,465,mole_fraction_of_propane_in_air,C3H8 Volume Mixing Ratio,"Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y.","Temporal mean, Global field on model atmosphere levels [XY-A]",AERmon.c3h8,AERmon.c3h8,,
recWoMDsAUAALGRrK,E3hrPt.ua7h,,,,,,,,9999,,,,,,E3hrPt.ua,"Requested, not published",
recWrgxZeqi7DyncP,CF3hr.zfull,Altitude of Model Full-Levels,6.0,1295.0,8084.01,231.0,1619,1104.0,231,height_above_reference_ellipsoid,Altitude of Model Full-Levels,"This is actual height above mean sea level, not geopotential height","Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere levels [XY-A] [amn-tpt]",CF3hr.zfull,CF3hr.zfull,,
recWvbqJjxEtXaQmo,Oyr.chldiat,Mass Concentration of Diatoms Expressed as Chlorophyll in Sea Water,9.0,1069.0,889.3,599.0,1555,1121.0,599,mass_concentration_of_diatoms_expressed_as_chlorophyll_in_sea_water,Mass Concentration of Diatoms Expressed as Chlorophyll in Sea Water,chlorophyll from diatom phytoplankton component concentration alone,"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.chldiat,Oyr.chldiat,,
recX1qRIRm00zBf4i,Oyr.bddtdip,Rate of Change of Dissolved Phosphorus Due to Biological Activity,7.0,1230.0,728.81,645.0,2483,943.0,645,tendency_of_mole_concentration_of_dissolved_inorganic_phosphorus_in_sea_water_due_to_biological_processes,Rate of Change of Dissolved Phosphorus Due to Biological Activity,Net of biological terms in time rate of change of dissolved phosphorus,"Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.bddtdip,Oyr.bddtdip,,
recX5S4xEDOQZiSfx,Omon.hfrainds,Temperature Flux Due to Rainfall Expressed as Heat Flux into Sea Water,24.0,461.0,250.65,895.0,11476,422.0,422,temperature_flux_due_to_rainfall_expressed_as_heat_flux_into_sea_water,Temperature Flux Due to Rainfall Expressed as Heat Flux into Sea Water,"This is defined as 'where ice_free_sea over sea'; i.e., the total flux (considered here) entering the ice-free portion of the grid cell divided by the area of the ocean portion of the grid cell.  All such heat fluxes are computed based on Celsius scale. [Report on native horizontal grid.]","Temporal mean, Global field (ice free sea) [XY-na] [amnifs-tmn]",Omon.hfrainds,Omon.hfrainds,,
recX5ST7cFXg9Ozdd,Emon.c14Land,Mass of 14C in All Terrestrial Carbon Pools,4.0,1463.0,15.23,1515.0,358,1458.0,1458,mass_content_of_14C_in_vegetation_and_litter_and_soil_and_forestry_and_agricultural_products,Mass of 14C in All Terrestrial Carbon Pools,"Carbon-14 mass content per unit area in vegetation (any living plants e.g. trees, shrubs, grass), litter (dead plant material in or above the soil), soil, and forestry and agricultural products (e.g. paper, cardboard, furniture, timber for construction, biofuels and food for both humans and livestock).","Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.c14Land,Emon.c14Land,,
recX7FT8U7yDgyfm7,Eday.prCrop,,,,,,,,9999,,,,,,Eday.prCrop,"Requested, not published",
recX8Mny1XXff2fEL,Omon.chlcalcos,Surface Mass Concentration of Calcareous Phytoplankton Expressed as Chlorophyll in Sea Water,2.0,1681.0,7.79,1602.0,74,1655.0,1602,mass_concentration_of_calcareous_phytoplankton_expressed_as_chlorophyll_in_sea_water,Surface Mass Concentration of Calcareous Phytoplankton Expressed as Chlorophyll in Sea Water,chlorophyll concentration from the calcite-producing phytoplankton component alone,"Temporal mean, Global field (single level) [XY-na] [amse-tmn]",Omon.chlcalcos,Omon.chlcalcos,,
recX9x1u6xfEQ0vTQ,E1hrClimMon.rsdt,TOA Incident Shortwave Radiation,3.0,1599.0,4.47,1679.0,10,1788.0,1599,toa_incoming_shortwave_flux,TOA Incident Shortwave Radiation,Shortwave radiation incident at the top of the atmosphere,"Mean Diurnal Cycle, Global field (single level) [XY-na]",E1hrClimMon.rsdt,E1hrClimMon.rsdt,,
recXBPm9yroO9qZgN,Lmon.rh,Total Heterotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],46.0,190.0,753.47,639.0,118832,105.0,105,surface_upward_mass_flux_of_carbon_dioxide_expressed_as_carbon_due_to_heterotrophic_respiration,Total Heterotrophic Respiration on Land as Carbon Mass Flux [kgC m-2 s-1],Carbon mass flux per unit area into atmosphere due to heterotrophic respiration on land (respiration by consumers),"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Lmon.rh,Lmon.rh,,
recXCjRE2wmvexo09,Oyr.si,Total Dissolved Inorganic Silicon Concentration,18.0,593.0,3183.85,385.0,11213,424.0,385,mole_concentration_of_dissolved_inorganic_silicon_in_sea_water,Total Dissolved Inorganic Silicon Concentration,"Mole concentration means number of moles per unit volume, also called 'molarity', and is used in the construction 'mole_concentration_of_X_in_Y', where X is a material constituent of Y. A chemical or biological species denoted by X may be described by a single term such as 'nitrogen' or a phrase such as 'nox_expressed_as_nitrogen'. 'Dissolved inorganic silicon' means the sum of all inorganic silicon in solution (including silicic acid and its first dissociated anion SiO(OH)3-).","Temporal mean, Global ocean field on model levels [XY-O] [tmean]",Oyr.si,Oyr.si,,
recXCo9uK8r8vVqlK,CFsubhr.tas,Near-Surface Air Temperature,9.0,1069.0,114.1,1112.0,128,1603.0,1069,air_temperature,Near-Surface Air Temperature,"near-surface (usually, 2 meter) air temperature [This table includes the 2-D variables listed in the ""Amon"" spreadsheet, omitting, however, the daily maximum and minimum temperatures.  All variables should be reported as synoptic fields, not daily means.]","Instantaneous value (i.e. synoptic or time-step value), Site (specific locations requested by CFMIP) [S-na] {:height2m} [apt-tpt]",CFsubhr.tas,CFsubhr.tas,,
recXEJ8WUuaDc20iq,AERmon.chepsoa,Chemical Production of Dry Aerosol Secondary Organic Matter,14.0,727.0,30.97,1395.0,4080,771.0,727,tendency_of_atmosphere_mass_content_of_secondary_particulate_organic_matter_dry_aerosol_particles_due_to_net_chemical_production,Chemical Production of Dry Aerosol Secondary Organic Matter,"If model lumps SOA emissions with POA, then the sum of POA and SOA emissions is reported as OA emissions. ''mass'' refers to the mass of primary organic matter, not mass of organic carbon alone.","Temporal mean, Global field (single level) [XY-na] [am-tm]",AERmon.chepsoa,AERmon.chepsoa,,
recXIRxUSQjSPoDpr,Oclim.tnkebto,Tendency of Ocean Eddy Kinetic Energy Content Due to Parameterized Eddy Advection,3.0,1599.0,0.52,1781.0,133,1599.0,1599,tendency_of_ocean_eddy_kinetic_energy_content_due_to_parameterized_eddy_advection,Tendency of Ocean Eddy Kinetic Energy Content Due to Parameterized Eddy Advection,"Depth integrated impacts on kinetic energy arising from parameterized eddy-induced advection. For CMIP5, this diagnostic was 3d, whereas the CMIP6 depth integrated diagnostic is sufficient for many purposes and reduces archive requirements. [3-d time dependent field]","Climatological mean, Global ocean field on model levels [XY-O] [aclim]",Oclim.tnkebto,Oclim.tnkebto,,
recXJ3BsH5gkGEa4f,Emon.mrlso,Soil Liquid Water Content,31.0,332.0,130.47,1080.0,4394,745.0,332,liquid_water_content_of_soil_layer,Soil Liquid Water Content,The mass (summed over all all layers) of liquid water.,"Temporal mean, Global field (single level) [XY-na] [amnla-tmn]",Emon.mrlso,Emon.mrlso,,
recXKbEqfLJ1AiEmv,AERmon.od870aer,Ambient Aerosol Optical Depth at 870nm,24.0,461.0,163.13,1026.0,8130,508.0,461,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,Ambient Aerosol Optical Depth at 870nm,"AOD from the ambient aerosls (i.e., includes aerosol water).  Does not include AOD from stratospheric aerosols if these are prescribed but includes other possible background aerosol types. Needs a comment attribute 'wavelength: 870 nm'","Temporal mean, Global field (single level) [XY-na] [am-tm]",AERmon.od870aer,AERmon.od870aer,,
recXOFzhFtLkErOk0,Esubhr.va,Northward Wind,2.0,1681.0,19623.03,138.0,1339,1144.0,138,northward_wind,Northward Wind,Meridional wind (positive in a northward direction).,"Instantaneous value (i.e. synoptic or time-step value), Global field on model atmosphere levels [XY-A] [amn-tpt]",Esubhr.va,Esubhr.va,,
